age,income,family_size,spend_cat_A,spend_cat_B,spend_cat_C,persona
34,31231,4,0.5727641184720806,0.15538539882185887,0.6982206304662493,1
21,86105,5,0.008075328772487511,0.1331222451504278,0.6403939241572951,4
42,23328,5,0.06773024297102681,0.7212156891979681,0.6940156781194083,2
38,134828,2,0.5258492790729812,0.7742510419425093,0.474942776132375,3
54,45261,2,0.1736192494815576,0.7391990870849491,0.18685841020209748,0
55,45262,2,0.5455409521334332,0.403991851264783,0.4480810589365317,0
18,23280,3,0.35421357187481517,0.9907860371289103,0.02359802880038031,4
42,104683,2,0.9074120206747527,0.3399689175865056,0.3814357324409936,0
53,51742,3,0.9496834273044537,0.24527956114526395,0.8385751258150332,0
34,23590,3,0.9797841130685195,0.9965054216462622,0.33858647213500703,2
58,136726,4,0.8989379958828186,0.9772768052801333,0.5917542023938155,0
41,70226,2,0.9858908511923329,0.591835974484738,0.261115083471134,0
19,107542,5,0.7061471257393618,0.20903917828650476,0.13421766767572274,1
57,33570,1,0.9605422799010515,0.23849884891970552,0.5209225234186355,0
32,120529,5,0.6417924654568271,0.5208854450927766,0.03576417061369741,0
49,115129,2,0.8092142068857202,0.7761032042660363,0.9044801251854179,0
56,133182,5,0.1319099927237103,0.07745414440303655,0.7771819658766278,0
23,109443,2,0.682599587602558,0.6876704005373576,0.9979190670963508,4
18,29533,2,0.9311033093352596,0.10311084932451497,0.9931847622792996,1
40,128185,5,0.5400482415327627,0.8441107444098314,0.7289860449503333,0
56,145890,3,0.18681971353030924,0.5321182222463141,0.7766909398435002,0
34,102283,4,0.5268885607250015,0.9896940904693412,0.5280915280280325,2
51,33366,4,0.7069409940594883,0.7529822322281703,0.21854346307182582,0
58,133819,4,0.7697884990973979,0.49722865738103483,0.8084079973575645,0
46,143947,4,0.5237020099319839,0.14117714944129822,0.26969361416464854,0
26,96368,1,0.2173680242186501,0.5423956527359433,0.6499850600699132,4
30,48325,2,0.9266887885787474,0.11444473611223438,0.7308769341081006,1
23,54798,1,0.7736174164533571,0.9051623998820896,0.5642913379705947,4
23,59453,4,0.270688400617604,0.23006774929063922,0.6627275169286757,1
37,42849,4,0.8118129173963744,0.8653666801841154,0.29291137375016996,0
20,75943,5,0.3478626495180591,0.30390255666730637,0.760515541231788,1
34,26157,4,0.31243134466838074,0.22189856726302892,0.9435481022081036,1
29,131972,2,0.8630766273471442,0.30423613872833677,0.4840056611547936,3
18,50178,4,0.8732352068171213,0.7075541572400273,0.12097757363732076,2
34,102537,4,0.39848140281897915,0.5252155689941381,0.6197183178955947,3
20,49030,1,0.008922805081564511,0.1074724873831101,0.34141291267373963,4
43,140125,2,0.1865656213999919,0.13705901725934633,0.419105563291012,3
32,146026,3,0.9092963282245586,0.37852967263650106,0.15162516209734989,3
53,71134,5,0.8987493370550578,0.33854351831368346,0.625787635803792,0
49,140398,3,0.4533447480934476,0.8517354114060138,0.7872496828845575,0
49,85729,1,0.3041167072758786,0.5722531904898233,0.7664399451645422,3
21,28164,4,0.3027482921051716,0.18671498608817938,0.9938817179370748,4
35,106378,5,0.8971948026285381,0.028342999150862025,0.21219683868515637,3
36,21119,2,0.3247333109755165,0.10236310557969308,0.914142406902438,1
52,33351,5,0.5115802597401096,0.7004116834099612,0.7326186652941405,0
57,76063,1,0.7310110505928978,0.8470972670277709,0.7074855022232721,0
31,92076,4,0.20948104160941883,0.7825380029049656,0.6837584253698982,2
50,65162,1,0.25383908158589363,0.789875475575091,0.5383645562018486,3
31,51760,2,0.3580618930951268,0.2609609460810679,0.37864967954273454,1
51,69678,3,0.65422338934739,0.9890860318483005,0.9433456771477302,3
21,112064,4,0.8174906511463279,0.08640853681058402,0.15108690582682727,1
41,109074,4,0.5467057633309995,0.8210953368618649,0.17598210035940698,0
46,139567,1,0.13292873664962368,0.09681727394785755,0.016714636349881684,3
36,117778,1,0.4462455230697211,0.26753130469606845,0.7393850479271058,1
23,67628,1,0.127690722123194,0.4954140281669046,0.8939850667698472,4
50,111894,4,0.08829716966669532,0.05334077076399646,0.18604450928325345,3
57,124149,1,0.5896167698514478,0.39417134544322485,0.034420006474389475,0
36,60739,5,0.956212111797923,0.3501143821948678,0.24410394186036422,0
18,49738,5,0.8376118333340594,0.6471720817633897,0.8836682287515467,1
22,137361,5,0.774471262542493,0.7180134302196016,0.016183251508793517,2
44,66921,4,0.7270559658653337,0.09049530043077436,0.10115658075369216,0
33,142448,1,0.8971278571356976,0.03806847883423958,0.02498845623024737,1
23,145277,2,0.7528350841427777,0.7758913223650805,0.9431500505642932,4
57,81068,1,0.6268773453007714,0.5279913870992339,0.13550315093908782,0
30,43581,4,0.36468008027372034,0.5346367535330684,0.900418272239582,1
52,115672,5,0.10094388985979275,0.980716671208386,0.4734386229655937,0
36,41485,4,0.4610333638440104,0.4377415317496024,0.39485813757290367,3
29,112701,1,0.9247842361453673,0.19619252147198063,0.4265121426860432,1
33,56294,4,0.5831002653751526,0.6806411394056382,0.4186692198438474,2
27,73001,2,0.18450417989513357,0.8156780614131313,0.34173121457611144,4
42,21634,4,0.6490233084808439,0.5023607781724344,0.8107993060159209,3
37,63969,3,0.46546223408050447,0.6918145899678007,0.5079957114241676,2
48,20093,4,0.9313800885829664,0.5139314051554646,0.9909807192477468,0
21,48370,1,0.1609399100620026,0.40735225842512623,0.5177715371121672,4
40,39750,3,0.7120117485067625,0.034277923936988475,0.8184743167976255,3
19,126020,5,0.6816024648068016,0.1737425820020655,0.7450969147659614,1
39,132635,1,0.9835415785215047,0.47976748907560984,0.40110264835080267,3
54,137634,2,0.5649121266184387,0.396528573758675,0.7886353726283615,0
25,36472,4,0.87157403593364,0.8428837681640671,0.15496788509655945,2
24,132545,4,0.024713937531430696,0.10844592589486779,0.20334196720275688,1
31,38934,1,0.12289196822413262,0.05012753459280772,0.6188795250694398,4
20,63774,4,0.3459385728465305,0.08713726776657937,0.7115639499733137,1
33,108057,4,0.6193273971572378,0.6780926696559325,0.6438288445538555,3
36,59125,5,0.44907934496740864,0.5944734776727736,0.5094437984202583,3
35,86981,4,0.20269624734658886,0.6322203280792703,0.13760732298062628,2
33,106541,4,0.5892037398914345,0.15692145911651267,0.37276019735997257,3
25,59103,5,0.5666990593413628,0.5163527679949552,0.6048910816603535,2
50,103750,4,0.5244474785208486,0.7676700310259887,0.2260701344284166,0
29,80085,5,0.09055611211069814,0.6838763625169423,0.6378359845710986,2
28,108705,2,0.9270254927562308,0.4386878048549625,0.2342807858104523,3
22,76543,4,0.5922553037014364,0.10350051334462984,0.09785842584628979,1
44,36938,1,0.26399174719865726,0.8706502139259771,0.3243382932016883,2
29,97492,3,0.6874181903945207,0.5262043418439842,0.27275365087084547,3
34,71586,2,0.3179079908688873,0.8896607597953664,0.8104458754356519,4
23,78024,4,0.5058560267744259,0.43870011132801157,0.48361382783429385,1
50,59687,1,0.34113177105898296,0.23701302493760545,0.06404207014842433,3
22,91129,3,0.8803940265376929,0.30741301024116074,0.8155669828679758,1
45,46207,5,0.9939805845349302,0.418149327399449,0.2686882533466718,0
31,69354,4,0.1611820653278987,0.6142231331900097,0.5678741582552175,2
22,125457,5,0.023578950556596867,0.7689109882559848,0.5415245631117133,4
50,57310,2,0.21932250698204248,0.24264063185229678,0.9715876192977476,3
58,68960,3,0.5899519830976134,0.1877219206621964,0.25493527107757974,0
36,81262,3,0.17395113957753305,0.20265877900766616,0.14518445937493352,2
39,117155,5,0.8114844246061533,0.9344997790115172,0.258423526013674,0
22,146019,5,0.4086705767944424,0.1639488537060857,0.5764614735271963,1
19,33403,2,0.6105327407141296,0.34574326053976434,0.21754322513541213,1
47,33065,1,0.4556178416228589,0.48586762028248054,0.3404706149720773,3
56,109930,4,0.9033279216189536,0.5562034856211636,0.6580548589234463,0
21,46801,1,0.03513533706227778,0.8580851434041233,0.11647995581732207,4
50,128182,3,0.7293018956565996,0.11288384343915259,0.9453042419099391,3
30,119132,4,0.6521721333408667,0.10801339316320258,0.5323523146793243,3
37,49230,2,0.6495150309857599,0.31640964988410647,0.48359672835731815,3
24,92706,1,0.41398939303820514,0.4132014575235301,0.36304452537124676,1
32,103942,1,0.01567522847589753,0.3737756619657826,0.2456647547441505,1
40,110214,4,0.6892407219679578,0.3919018059686301,0.48340072293189207,0
31,49968,2,0.8294712128082533,0.8514550010775153,0.48627239949459955,2
40,62517,2,0.08523031098734812,0.836668319695967,0.05612198235375243,2
36,138899,1,0.4416175042439686,0.805501305642709,0.847387167826452,2
46,139642,1,0.1625948539470542,0.7552806677850882,0.8207625450680538,3
37,73239,5,0.6109377864296083,0.040389264902285005,0.4478065956149193,3
46,52655,4,0.7856048763590366,0.14938770272591217,0.33675611855613263,0
41,112623,2,0.6667065649274063,0.7321926434389624,0.49893202087876554,0
35,142983,3,0.31806007048588547,0.5948439233289764,0.22143443398475426,3
27,149282,4,0.13973270283238381,0.6739445778932293,0.0008423735320177705,2
58,82771,5,0.7942681460504623,0.7169313859191514,0.35430186012298526,0
25,146318,4,0.32391685849269214,0.9113647097173506,0.018005223525961678,2
43,65984,1,0.02213983174442613,0.635142945295681,0.04070248891030326,2
46,31049,4,0.5714212143492508,0.2755674286755604,0.029470111832320067,0
27,92321,4,0.24667731023337836,0.08301593702150356,0.8800591870193272,1
34,127302,4,0.8412059983581769,0.43208472908777873,0.1436070940047024,0
19,141854,3,0.14325520439077855,0.7098495654450867,0.25433835784685865,4
23,84813,5,0.4348008490592503,0.28190140073621195,0.4902657549152949,2
22,24655,4,0.2531302036110118,0.1200793157247213,0.5293107758766705,1
45,103994,4,0.6896016192210813,0.9987424104679784,0.12206846968879992,0
58,149531,3,0.5485309093574215,0.41887436526104815,0.9095134920135793,0
22,110638,2,0.790987719248596,0.21631479147553767,0.23108197006119013,1
35,92454,4,0.4586125752236522,0.16455593879017716,0.9425887623515596,3
43,88972,4,0.004808431544395586,0.8627823798995117,0.25687579470204136,2
37,41432,2,0.2151964805394957,0.8196038782618137,0.002593919961419777,2
58,110409,4,0.9991571081942736,0.6133205890627516,0.9718613627946651,0
44,123176,4,0.40534498930951024,0.5471855110790688,0.4837163100102909,0
29,85896,4,0.6202351078862255,0.9514390047883414,0.8787503706897621,2
24,130213,5,0.9049316080587572,0.22826762335773543,0.7343429475995047,3
20,90135,1,0.020524182145088443,0.41539359596518155,0.17901872933155483,4
27,62936,5,0.6596073963973953,0.02466500182140563,0.8452687358200623,1
51,125035,2,0.28837697397843676,0.4185897671662939,0.05107835443960562,0
42,120381,5,0.2792482553524315,0.3842165202306922,0.5075581869234915,0
52,33750,5,0.22485140324830688,0.9494932393901081,0.25411320384428027,0
33,47987,3,0.8227292162911598,0.35823243553688033,0.3615862102111529,3
19,136861,2,0.3729477324464945,0.834789259347077,0.757028328372587,4
41,122995,2,0.06711653826042574,0.7665936595147143,0.6833834889472795,2
27,46165,2,0.09685115788316312,0.14727204998298649,0.44008352480755064,4
55,70541,5,0.14861436268680206,0.962717222905296,0.04591837598220094,0
39,44346,2,0.8989275872509253,0.6309657501725457,0.03991572917154618,3
43,140659,3,0.42744342650734246,0.5965505272980036,0.7022045365186526,0
56,23514,4,0.9160493395995208,0.01170544409259977,0.948829566977985,0
44,44838,5,0.8174794727621244,0.6992107936435272,0.8472671955488206,0
46,47559,4,0.837882621257848,0.05562886443190973,0.12218404931041849,0
55,121223,4,0.28683181113183265,0.1853808118501553,0.12122687530077625,0
37,117501,5,0.2713144127095357,0.09862098258724505,0.6105284232759756,3
44,79207,5,0.560068379837828,0.37820592304841005,0.6576123612678519,0
58,36385,2,0.41792496198995077,0.7957115021328681,0.6164891469162009,0
37,38317,3,0.5090606883003467,0.7073815460264862,0.8853926799026954,3
36,20393,5,0.053204201857699474,0.10669514330779806,0.23100466072889536,2
37,44881,4,0.971590191262528,0.798461192783881,0.172294510703355,0
52,131761,5,0.05816880784012313,0.4608471405066009,0.914167551777811,0
19,118833,3,0.17883129766188732,0.032630777888048135,0.7221496255652184,4
47,139311,1,0.6782005248352581,0.22382646026323927,0.7117271716062876,3
51,47955,4,0.15550155172858315,0.785185527967801,0.33537887711994585,0
39,78308,1,0.10686992770778903,0.7332997389231221,0.6278719797827427,4
20,130515,1,0.15362038137092215,0.18835112314589275,0.726702022171217,4
23,78014,3,0.0619202432164091,0.03799906487772442,0.6002756608203543,4
32,138756,5,0.25131874025834433,0.2952019439858917,0.7362208182755776,3
44,142195,1,0.2711192710148146,0.7949268971961675,0.5900503791247647,2
27,85430,2,0.4986220875483217,0.9383904820237823,0.982031930730142,4
26,92031,5,0.43872251720477506,0.5728856349285558,0.4920033113502714,2
50,125257,4,0.47371341514884513,0.0911038549694867,0.012468984190240229,0
49,149232,5,0.6160395042089026,0.5020861551811094,0.16334254343650678,0
23,106973,3,0.23096143124954382,0.9987913721892536,0.964158349236559,4
58,79596,3,0.13470413109189516,0.9386690124911939,0.4695204937645113,0
53,137360,4,0.8788782786455436,0.9932110039015554,0.12052145409960391,0
19,21713,4,0.6339413395689513,0.6994147107182129,0.15582016365238593,4
46,40428,4,0.060663293934799634,0.42608856459144007,0.02894956636964441,3
21,82160,3,0.9610516499008203,0.8931295600944367,0.22633953101466064,2
18,86171,5,0.6930685022684089,0.8951804630446948,0.9866452310161693,4
36,139822,1,0.15170464208701162,0.14436483303609082,0.32881522221915915,1
43,100729,1,0.9691344316764007,0.775385856811627,0.2502520662178167,0
42,80843,2,0.3654073432496331,0.9193095194532702,0.6676211206366883,2
27,43003,3,0.9845100798647702,0.8985196768787925,0.6741977985736285,2
32,100169,4,0.10327562939328849,0.7068336174251361,0.9678335570701199,4
39,114764,5,0.15996921703549571,0.5373583353944965,0.7295977277140429,3
38,62077,3,0.6574195508748442,0.776749264321135,0.10996674931212791,3
39,46730,2,0.02214346516607324,0.5161558413937166,0.9855980304928121,1
53,134082,1,0.018689641218235686,0.3212340694165,0.750237260442697,3
51,92981,5,0.7919828322249004,0.258938493713201,0.259216484687092,0
47,130719,1,0.16778033173982032,0.5406572246613244,0.2611959674075046,3
42,99817,5,0.9187899925876073,0.4559548805139745,0.9599972343016971,0
45,92138,4,0.4258961621713717,0.5244952680338327,0.1926365173185467,0
18,85573,5,0.8736523542992757,0.26069690853722904,0.22758755827754062,1
21,128128,4,0.41776358408652847,0.5905831214766636,0.3589312842569289,2
24,48869,3,0.53023000497214,0.6620744197562253,0.6794714132602948,4
26,122079,1,0.3165141616764128,0.8068488936824733,0.4297240365881779,4
53,51076,5,0.6580764177559352,0.5899874226629332,0.31126416599890183,0
36,112166,5,0.31820116594306613,0.7560708023670083,0.26762418781858155,2
18,106005,2,0.22317009785004926,0.16938532596673306,0.12509594579444228,4
27,117835,1,0.08104731196270076,0.12106269476251652,0.5462556044942515,4
53,146283,3,0.05766934782784672,0.17964109040330056,0.27341204922343243,0
26,45094,4,0.30597435320228894,0.8462651218176415,0.3314831062939626,4
59,46817,3,0.7364733452492555,0.5561498859372241,0.0077962677917808865,0
49,30555,2,0.2056200663436163,0.4553152315296688,0.5312397461010928,3
49,90656,3,0.2992274501394966,0.7621594237801231,0.6964233110334096,0
23,148061,4,0.9051714185221239,0.12407791552716929,0.9275339023969671,1
55,100214,1,0.6391574958113206,0.006207963729881305,0.19712699889482665,0
34,141432,2,0.9197223894219765,0.31096480987347164,0.9193624769214267,3
27,70193,5,0.9112260340036341,0.24889433405009143,0.36113056596180126,3
44,24715,5,0.06341068248568993,0.3073308297682047,0.8023927901305553,3
52,54162,1,0.9550093249283648,0.9735693471265043,0.8968020277010458,3
38,121173,3,0.05117795906125566,0.5677457427960938,0.9613645388217891,1
42,117858,5,0.9256189177484868,0.5891119046633415,0.32544385622309324,0
45,121980,2,0.5467334366567159,0.65566928779626,0.260453666900881,0
32,122025,4,0.5331895828773915,0.3977254654992276,0.4395643003624903,3
21,146652,3,0.713264062619819,0.9789759164198037,0.5546533950509008,2
46,58458,4,0.87921127076173,0.9732614213458426,0.6906488560759672,0
26,124122,3,0.6170045556612569,0.7692453128051826,0.6918775193164526,2
44,118538,2,0.4253998537813215,0.2116921679641498,0.11664960142507697,3
43,23140,4,0.11188934298477349,0.880196829229165,0.6118175658270657,2
36,94174,2,0.7892093058948786,0.10091988356835147,0.16786870653242203,3
45,131201,4,0.12829349247080513,0.6298948255198608,0.7113682031434102,3
34,142887,3,0.726365861199243,0.4572151415608351,0.9765805989995924,3
58,147437,2,0.527924945782026,0.039215673060334466,0.7708998261623715,0
59,37383,3,0.3858359247580685,0.9039070102347798,0.6947351247775345,0
37,37718,3,0.6129863862533677,0.9610928445216608,0.07748462908371145,2
57,126629,4,0.772356086074543,0.9073945351656352,0.18463303265815778,0
56,96160,4,0.941139618450621,0.1924667983561602,0.3552406001584091,0
40,77399,2,0.2646968828377999,0.3329819012732921,0.9334776267882967,1
49,107008,5,0.9471301602116983,0.9557329439151687,0.33089169099359306,0
50,41863,1,0.960948045987792,0.10642394408708655,0.8137717310566661,3
22,91626,4,0.8136305144796802,0.5833047435213964,0.10375132969841316,2
51,31377,3,0.8814371749423491,0.48552248561330213,0.6620022236415056,0
57,103031,1,0.6924275137171717,0.15189863040315865,0.7791088596490013,0
28,149161,2,0.03909721993128468,0.8865774927794661,0.542921781300398,4
20,80523,1,0.5750785447053921,0.13415442974959257,0.766845920706617,1
50,144403,1,0.747204562960772,0.5927069608195618,0.7236652230155705,0
28,34870,5,0.941703134706335,0.31818088234304076,0.4769807337245646,3
33,77487,5,0.5704518470188736,0.41798114017694643,0.8655190712117034,3
35,39300,1,0.7942006782573834,0.21135961422904992,0.34162931847618827,1
47,75951,5,0.705038717544494,0.6246690653988128,0.4254089074378755,0
27,87639,5,0.28080288854758184,0.9886774849256589,0.5398610158178601,2
35,110731,1,0.15472807515135856,0.8335430976742425,0.13069865544674764,2
55,144766,4,0.7509053286779004,0.6832058565765992,0.5153176806854224,0
36,123429,5,0.2337683611795074,0.756381280639202,0.32411605766505447,2
53,149565,1,0.24469155463014092,0.8392866782545305,0.2566655532798926,0
30,92126,4,0.6439462387006476,0.47254709506175774,0.5768349880917918,3
20,62980,5,0.7890684640295285,0.5670442057761589,0.3296029801866954,2
27,127904,1,0.5823320928612362,0.8954827553189196,0.8555077007436478,4
55,52050,5,0.8849831538790712,0.6959473341004578,0.4099793499580674,0
18,22921,4,0.21144326925067447,0.13602320538784973,0.4130376186345469,4
44,90270,1,0.25241442954073956,0.7795357605282169,0.9819421151727677,2
25,105293,4,0.6369555041574445,0.022706316886867195,0.3415269643085984,1
59,50328,3,0.829368184618297,0.8475269932920498,0.13148594977466965,0
34,80820,2,0.5393518016782335,0.7882993222843766,0.876583271413372,2
26,43138,3,0.010381573302546188,0.8307459855058849,0.9169983535370916,4
23,101573,5,0.6769431292069411,0.0235925460299653,0.22645003505903338,1
42,119140,4,0.8135824330179348,0.9724488341223395,0.8820770479629132,0
56,32094,1,0.2765436278959741,0.6141320277331614,0.4945568354102675,0
45,85264,4,0.05419822888226744,0.8000483931837032,0.04343164701100666,3
50,144465,5,0.5179519781075482,0.5665591033710408,0.5488310335559227,0
54,147755,1,0.042155220350953426,0.3397493161747728,0.848773045795707,3
26,29028,3,0.41601674391524435,0.296148367373531,0.396649451047174,1
35,129053,4,0.01781784447029544,0.06993395751577025,0.5510000476902825,2
38,35432,2,0.2249667229079365,0.5425149432702143,0.14061430507317085,2
19,63819,5,0.3888224518869099,0.14358915520965854,0.8421969628946171,1
55,108627,5,0.11170588974525786,0.5675173846094851,0.10689024807060676,0
57,147240,4,0.11415590398868325,0.6249162219492589,0.09442903149282744,0
53,101122,3,0.8270617403256258,0.4420806979688773,0.9335583772501092,0
54,25312,3,0.04142386675739951,0.15632484031428062,0.8734729196593636,3
32,45973,2,0.6889662486736458,0.432707376699472,0.5748748186677436,1
45,122126,2,0.8144820493493515,0.8786719742469593,0.10615390648027678,0
35,75305,4,0.13072235413563893,0.4580477927103652,0.545986123721127,2
51,48973,1,0.19537073451347264,0.3427294581437266,0.9205426536235951,3
39,64390,3,0.6414933015950294,0.6297639582782857,0.6123548956587215,3
28,36099,1,0.3156466127432189,0.6188622658101164,0.19823812891916415,4
30,148953,1,0.47642307123490024,0.09061649810988448,0.9058307411628352,1
21,69956,4,0.836002708279732,0.23649056841699378,0.8654562620556726,1
39,119379,2,0.13798317138428984,0.4944046973123535,0.5465874231140493,2
24,34063,1,0.619652521904706,0.36633107279155075,0.8522432785739055,1
41,114306,4,0.9423977222808001,0.319956911560339,0.05636211112242284,0
21,112752,2,0.057466629687170534,0.44571370637182794,0.4611812401194243,4
45,113196,1,0.06000676498476121,0.29031409142449816,0.17808912576926894,3
32,101919,1,0.5547423726176371,0.3474717041572791,0.8375409946652784,1
18,29605,2,0.9600757960943292,0.7736297930001174,0.9711912495574059,4
20,116185,2,0.2204736423667888,0.5102309900809687,0.9306993203844364,4
31,122756,5,0.3307919697162005,0.87285589438233,0.5033484520207936,2
55,136351,5,0.09864797454787366,0.9485602571175489,0.5109972044491007,0
18,118095,4,0.3622472304368498,0.9220773011229437,0.9082286595484795,4
55,145855,4,0.044332480020079945,0.253711092646667,0.721746689030977,0
55,130602,3,0.3890939977447432,0.47288592981684907,0.07460518095112323,0
38,97904,5,0.5554877749420309,0.5350521829151305,0.12834027161987638,0
46,92964,2,0.9750048266842612,0.852190754704164,0.9517224646801493,3
22,71205,5,0.81838797964195,0.5590206687505268,0.36588941061846625,2
27,35817,4,0.8220654107753492,0.2527154905718425,0.18735955954908834,1
45,22420,4,0.22814432457219713,0.5475391138196709,0.7355348394694303,3
38,104448,4,0.0872347021688451,0.044284494243486794,0.8796883284969709,1
24,89853,2,0.6030747041042436,0.8341373704777799,0.20655484522221934,2
20,144820,1,0.5211381950557674,0.5659993744712066,0.25143604177145573,4
37,109897,4,0.5165038765776313,0.6517172095154652,0.8999409051257259,3
36,47728,5,0.10900798620070984,0.20093912994832686,0.013171297369052426,2
52,144826,1,0.4938848942633258,0.558134476843894,0.9079502335226096,3
21,77858,5,0.15035574059956835,0.5306368903445356,0.03926226211830963,4
22,141915,4,0.42211459371183824,0.6196309472564977,0.09540309252031764,2
18,126716,2,0.06216263264481603,0.8474200512678578,0.862275356081868,4
21,69089,1,0.856892599408569,0.7645384605750658,0.24841972658767042,4
29,116604,1,0.013180086305917826,0.5468744090663498,0.22469493931202977,4
44,118531,4,0.9393231394453297,0.8934030873387078,0.8441285299444791,0
59,104257,4,0.8628918227289389,0.3584183482097858,0.5421936792006367,0
40,48964,4,0.752608072569303,0.49255082007369777,0.350619005599466,0
42,117065,3,0.9825505822857247,0.6494340036514784,0.7142322164460645,0
38,96992,2,0.05381999712758312,0.4407666896680842,0.8097456969129726,1
41,119259,2,0.6415971060523467,0.36141821371646,0.8627686345075884,3
42,136185,4,0.849302090471716,0.11239425169604966,0.11935198500978972,0
49,62240,3,0.12661709653076936,0.6358994777582603,0.582545002815486,3
49,120282,4,0.5847749786665273,0.19260636530923292,0.6782189803110158,0
22,103449,4,0.3939219086946718,0.13825497628512873,0.11647437901236768,1
53,32675,2,0.43582711334709334,0.18215289237959764,0.6101256759396899,3
59,137350,3,0.9125240853852262,0.6884804969054397,0.03193841413217258,0
59,117677,2,0.5386514502747324,0.13835923341665723,0.34157074395849096,0
56,112525,4,0.09326204484632417,0.9762360118111401,0.17201598838108967,0
33,80049,5,0.9372161738444289,0.7585413763981187,0.5612064918540748,0
50,141121,1,0.1852111705628955,0.3927347078804657,0.19109281639048492,3
38,101664,4,0.8926368164720639,0.5932827520769848,0.789144020814126,0
26,68436,3,0.97092072108536,0.0076266431052675054,0.1211460935841846,1
23,60213,5,0.8778374631606956,0.8445319362289763,0.7578290115674196,2
52,48111,3,0.6771337778089205,0.27121156902987065,0.09890868349586324,0
56,24284,4,0.7435518198230903,0.07188370485827533,0.4423939696037861,0
39,111029,4,0.6998672437647552,0.7581189005187965,0.698534262517122,0
58,37585,1,0.46052438785506267,0.3295816626446961,0.16146800694475016,0
22,85039,3,0.2744197187451871,0.5675411582031937,0.7523440263591392,4
59,115131,5,0.2850027299510297,0.8440315493019054,0.9534112030118918,0
40,27131,1,0.7311678612861375,0.775931360659445,0.3734012942719712,2
34,63382,3,0.6260364483205502,0.33683679236683006,0.00018030276088087938,3
29,111733,4,0.5848840339691468,0.8686965865295402,0.47682960191179724,2
40,53527,1,0.6526088379243976,0.38884991449320705,0.902441115826701,1
33,107493,4,0.7747862354308889,0.5000238218891654,0.6650059697858924,3
20,50936,2,0.7483409146455335,0.612458670148901,0.7032861009654727,4
47,107081,2,0.10539640579240184,0.0709808209353947,0.7924668341769847,3
39,73441,1,0.3630350497067144,0.5971638362869565,0.908203704554204,1
26,74598,1,0.2639671367840857,0.577417240826384,0.12480398304683327,4
46,99220,3,0.5382386622241452,0.8734944749195748,0.5902095342892003,0
54,127984,5,0.061416082371578806,0.35366387298681223,0.8897321037252662,0
40,40642,5,0.762464047492507,0.24218867800779587,0.7758890540771561,3
30,89907,2,0.10652733376272383,0.4765145262728119,0.2489418421152283,1
49,32651,2,0.2714020259106179,0.6873316495357487,0.874606351013425,3
40,21665,2,0.7827415052210476,0.5618942373095669,0.29410348165316225,3
34,26918,4,0.05155998291870845,0.13820667198300285,0.4108863736185189,2
57,43007,5,0.6602010685559916,0.34789162977885746,0.18564026014275348,0
38,116944,1,0.9244782717943864,0.06378576343232589,0.8852266510924798,1
19,95730,2,0.6176378171877879,0.7393263135066619,0.09301454991468472,4
54,45035,3,0.7126574874014109,0.8829483228313943,0.9941088870662766,3
23,109352,1,0.7922668725225469,0.04567300488093695,0.3286805086928568,1
35,108602,1,0.22224632218615148,0.5254274910525516,0.7108087665125455,1
47,96749,1,0.5809639180125632,0.5659800333751811,0.12872629159650795,0
39,134049,5,0.30905671603018914,0.4388278810014493,0.4878630378984047,0
50,108148,2,0.2494953792253053,0.5027337357677981,0.040132006835080114,0
47,42211,3,0.19245641508555444,0.7103567334955356,0.8783995479539928,3
34,74587,4,0.5854306153027108,0.4837256403213268,0.446429350053713,3
49,46866,3,0.7945319265538051,0.919652133951562,0.7427540494951265,0
59,125940,3,0.8758890641884456,0.5408737976810094,0.8945145543212668,0
31,117135,3,0.4285859461418594,0.07179665956735759,0.06859526768392299,2
27,136053,4,0.37289900019793887,0.9533246606311834,0.5114411749518679,2
53,27344,3,0.687306902100591,0.14681070169138777,0.18954111515628902,0
51,88737,3,0.7803592418523506,0.7844599000154783,0.06900702509256773,0
26,90288,2,0.2533193366723966,0.5269056864718019,0.6220331107178105,4
59,82546,2,0.29729088421103667,0.7408924542691709,0.11409679151635765,0
45,127879,2,0.5333933191509503,0.5134298841813639,0.4919351256644654,0
28,30327,1,0.4443856878399437,0.05897020033260769,0.19691844614339915,1
31,68659,3,0.7057877330597222,0.3749259296895471,0.19772137598255235,3
56,65797,5,0.5044849909877459,0.620685982040526,0.5229942744650167,0
36,91627,5,0.11159910572258269,0.6288822185326776,0.555389677794385,2
32,47608,5,0.16595319478810455,0.973044442183791,0.003479315147046025,2
45,48285,4,0.9019088438206396,0.6063246983735529,0.5007692612697859,0
41,108534,2,0.22739836482992892,0.28643913139596777,0.6697502647704777,3
25,136209,2,0.050086091417900214,0.043425490081825835,0.6785117736674766,1
26,68634,2,0.7314545582872253,0.7884152011138649,0.8498801239919467,4
50,60289,4,0.6840111438446408,0.889290456464523,0.8953004101629161,0
50,108479,3,0.6000760186548199,0.6136380403720868,0.6228614549332709,0
36,133714,1,0.5022561544647606,0.4823769360206147,0.4818320179804212,3
20,38007,2,0.9695803540468195,0.8609865177191748,0.2041066117036543,4
27,45257,3,0.11983229591845335,0.2403560790363798,0.12676124373105713,1
57,105054,5,0.5101627825781501,0.39873208362447776,0.6090996669829916,0
59,49784,1,0.5640449434700436,0.5076565542200909,0.9465831262936122,3
